,Name,Review_raw,Overall,Food,Service,Ambiance
644,GChristy,"This was without the worse dining experience I’ve had ANYWHERE in the world. The Cole slaw was so salty and overwhelmed by creole mustard it was inedible. The crab cakes at 31$ each came barely warm on a dry, cold bun. The crab cakes was paltry in size and was not made with lump crab and extremely bland. Service was ok but rather inattentive. In years past this was a delightful restaurant. Now it is an extremely overpriced mess with local neighborhood diners who clearly have more money than taste.  If you don’t know good quality seafood and don’t mind wasting money on inedible food this is your place to dine.",1,1,2,2
645,AmyJ,"Too expensive
Smelled fishy",3,3,3,3
646,JConrad,"Underwhelming experience. Crab cakes were pricey but just average. Scallop appetizer was tasty, but there were only two scallops & sauce was too heavy. Desserts were good. Tab was pricey, but meal was average at best.",3,3,5,4
647,JCDC,"Came in to celebrate our anniversary.   Service was great (they even had custom menu’s for us saying “Happy Anniversary”).   We really enjoyed house bread and the appetizers, butter poached lobster and the best clam chowder I have ever tasted.  My wife also really liked her halibut. I was not as impressed with the Japanese stew, of which some bites were quite good and others were so full of the shredded ginger to be almost inedible.  Desserts were also very good. 

Service was great and as good or better than you’d expect from a place at this price point.",4,4,5,3
648,gizbab,"Wonderful atmosphere, service and food. We save this place for special occasions and they never fail! If you love seafood, this is your place.",5,5,5,5
649,Steve,BlackSalt does it again simply awesome!,5,5,5,5
650,mac3,"For many years, BlackSalt has been reliably excellent in all respects.
The food is creative, well prepared, tasty, and very fresh, with constant updates and specials.  The service is impeccable.  Wine list is broad, with many reasonably priced options.  Friends we take here always love it, as do we.",5,5,5,4
651,none,"We've been to Black Salt multiple times over the last 5-10 years and it is consistently wonderful: the food, the service, and the experience. One of our favorites.",5,5,5,5
652,MarthaB,"Lovely personalized birthday message on menu.  Food, service and ambiance was great.",5,5,5,5
653,Samoth,Good overall but not outstanding.  Very fresh tuna was overpowered by peanut sauce and mushy noodles. Halibut was also very fresh and flaky but accompanying bed of vegetables and morels were mushy and bland.  Mexican chile corn chowder as a starter was the one standout.  Key lime pie was mediocre.  I have had much better meals at Black Salt in the past and would go back based on those meals.  Maybe this was an off night.,4,4,4,3
654,BesteNanNan,"Elegant, quiet ambiance, gracious attentive (and charming) service, and delicious food!  We enjoyed our three course lunch, and our child loved her dessert!  A neighborhood treasure, we will return often.",5,5,5,5
655,OpenTable Diner,The experience was absolutely fabulous! The service was excellent and the food was impeccable. You will leave there with your taste buds very satisfied #YUM,5,5,5,5
656,OpenTable Diner,"Amazing attentive and warm service, outstanding food. A special occasion must for romantic date or group celebration.",5,5,5,5
657,NativeTribe,"An Oldie but STILL quite Amazing -- BlackSalt remains my favorite place for the freshness oysters (best varietals) in the city. Prior to the pandemic, Sea Catch (permanently closed) and BlackSalt would revival for 1st place in my book. Now, BlackSalt remains lightyears ahead of the competition with top tier fine-dining service (including all the bells and whistle from the hostess, servers, runners, sommelier and management), and maintains consistent high food quality standards. 

My mum and I dined at BlackSalt prior to BlackGirlsRock at the Kennedy Center. Firstly, we ordered the Seafood Tower with additional oysters and a bottle of Sav Blanc. Our excited taste buds allowed us to consume the majority of the delicious components within 10mins; very impressive and unexpected according to our server (LOL). Next, we shared a rib-eye with additional sides and also, the octopus. While the steak was cooked perfectly (med rare), we were full and wanted to be comfortable enough to enjoy the concert so we boxed the steak and had (2) spicy margaritas for dessert. YUM! Thanks again, BlackSalt. Keep up the great work!",5,5,5,4
658,sharonsusie,"The food is simply amazing,  the manager JJ went out of his way to make out meal memorable",5,5,5,5
659,JoanK,"fabulous meal - we were celebrating the birthday of one in our party and they comped us a great dessert.
This is an old favorite which has not suffered at all over time - excellent!!",5,5,5,3
660,Lyss,"Amazing food and service. Made my parents' anniversary great, with a happy anniversary wish in the menus and a small dessert with a message. All of the entrees were incredible, and the desserts were particularly divine. Great place to celebrate and indulge. Will be back!",5,5,5,5
661,DanF,"Great dinner, food was delicious and Doug's service was amazing.",5,5,5,5
662,JN99,"The food was quite good, but the restaurant itself is absolutely overhyped, especially in terms of value for what you’re paying for. We sat in the dining room and the temperature felt quite hot and sticky, leaving us pretty uncomfortable for our entire meal. Our waiter was unfortunately not trained and didn’t know the answer to any of our questions. For the price, you would expect a much more tailored and comfortable experience and this was just not that at all.",3,4,3,1
663,JohnB,"it's the best place for seafood on a special occasion.  From the appetizers to the desserts, everything is done with flair.  It's a bit on the salty side for those of us on low-salt diets, but that is my only negative observation.",5,5,5,5
664,Icio076,Great good; great service.,5,5,5,5
665,Louise,"The food was excellent, although pricey. The wine list also was pricey, having only a few bottles under the $90 level. Service was excellent, but it's definitely a splurge dining experience.",5,5,5,5
666,Lenora,"This is my second visit amd they, once again. did nit disappoint. The backroom where we dined was so intimate and I loved every moment of it.",5,5,5,5
667,travlingtastebuds,Excellent service from the door to the table to the door!! Food was delicious with unique blend of flavors. Definitely not disappointed at all!,5,5,5,5
668,PTJPTJ,"Every time I go to BlackSalt, I write mostly the same review, namely that the food is exceptionally good.  I had the clam chowder, the best I’ve ever tasted (and that’s coming from a native of New England), the halibut special, and the peanut butter torte for dessert.  Service is always attentive.  This remains my favorite seafood restaurant in the US.",5,5,4,4
669,YvonneSomerville,"Splurge experience worth it! Delicious food, wine expertly served!",5,5,5,5
670,P7070,"Our waiter was very knowledgeable about all the menu items and gave us honest feedback.  He had a great personality and was very attentive to our table. The food was a bit salty so next visit I’ll ask the kitchen to skip the “finishing” salt.  The selections were all delicious, and the banana, coconut and caramelized  pineapple tart was amazing.",5,4,5,4
671,OpenTable Diner,Delicious fresh seafood and friendly service. Entire experience was a treat,5,5,5,5
672,TomN,What a fantastic Anniversary dinner!  Excellent food!  Terrific service from Abigail!  One of our favorite restaurants!!,5,5,5,5
673,marlyn,"we have been going to Black Salt for more than 5 years, and we noticed that the menu has not changed much.  Although the food is great, it would be more appealing if there is some seasonal menu once in awhile.",5,5,5,4
674,carkies,"It is always a favorite for fresh, creative seafood.  The grilled calamari is just amazing and the oysters Rockefeller are the best I have ever had and I am really really old!
It is always a treat and great to pick something up for your next dinner on the way out !",5,5,5,4
675,SallyP,We had a delicious meal at Black Salt.  It was not cheap however.  I will go there again for special occasions but it is too expensive to go to on a regular basis.,4,5,5,5
676,MarcyB,No real lunch menu. No entree salads in 95 degree heat.,3,2,5,4
677,ToddB,"Service & friendliness of staff was great! As well, the food was tasty, especially the red snapper! However, we thought the menu prices were a “little high” compared to similar seafood restaurants we’ve eaten at!",5,5,5,4
678,john,"As always, food and service were excellent. Ambience just right.",5,5,5,5
679,Dinner42,"Great lunch! We were five and ate handsomely, at the round table adjacent to the kitchen (which we’d asked for). An ahi first course and a Japanese fish stew, along with a soft shell sandwich (not on the menu; just ask for anything in the front case; the staff is terribly accommodating!) were standouts. The only miss was the cream of crab soup. Rich but meh. The Alaskan halibut was perfect and perfectly cooked, and the asparagus salad was beautiful and delicious. Ate too much and had to skip dessert. 

We live close by and of course will be back!",4,4,5,4
